SCHOOLNAME,STATE,BOARD
Chettinad Vidyashram Chettinad House Chennai - Tamil Nadu,TAMILNADU,CBSE
Chinmaya International Res School Nallurvayal Post Coimbatore - Tamil Nadu,TAMILNADU,CBSE
Chinmaya Vidyalaya 9-b Taylors Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Chinmaya Vidyalaya Chinmaya Nagar Stage-ii Chennai - Tamil Nadu,TAMILNADU,CBSE
Chinmaya Vidyalaya Vaira Maligai Nagapattinam - Tamil Nadu,TAMILNADU,CBSE
D A V B H E L School Bhel Township N.a.a - Tamil Nadu,TAMILNADU,CBSE
D A V Boys Senior Secondary School 212-213 Lloyds Road Chennai - Tamil Nadu,TAMILNADU,CBSE
D A V Girls Senior Secondary School 182 Lloyds Road Chennai - Tamil Nadu,TAMILNADU,CBSE
D A V Public School 25 Cenotaph Road Chennai - Tamil Nadu,TAMILNADU,CBSE
D A V School Sree Nandeeswarar Campus Chennai - Tamil Nadu,TAMILNADU,CBSE
D A V Senior Secondary School Plot No R 40(b) 120 Feet Road Chennai - Tamil Nadu,TAMILNADU,CBSE
D A V Senior Secondary School Plot R-45 120 Feet Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Devi Academy No.1/e-i Alappakkam Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Dr M S U Murthy School Of Excellence Paramathy Main Road Namakkal - Tamil Nadu,TAMILNADU,CBSE
G K Shetty Vivekananda Vidyalaya M.t.h. Road Chennai - Tamil Nadu,TAMILNADU,CBSE
G R Thangamaligai Mahalakshmi V Vidalaya Manali New Town Chennai - Tamil Nadu,TAMILNADU,CBSE
Guru Shree Santhivijay Jain Vidyalay 96 Vepery High Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Hildas Public School 41 Water Tank Road Kanyakumari - Tamil Nadu,TAMILNADU,CBSE
Hill View Public School Eticampus Main Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Hindu Colony Chellamal Vidyalaya A-36 Nanganallur Chennai - Tamil Nadu,TAMILNADU,CBSE
J S S Public School Post Box No. 75 Longwood Coimbatore - Tamil Nadu,TAMILNADU,CBSE
Jaigopal Garodia V Vidyalaya Avadi-poonamallee Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Jawahar Higher Secondary School Block - 17 South Arcot - Tamil Nadu,TAMILNADU,CBSE
Jawahar Vidyalaya Senior Secondary School Iv - Avenue Chennai - Tamil Nadu,TAMILNADU,CBSE
Jay Hind Higher Secondary School 8-a Parthasarathy Street Chennai - Tamil Nadu,TAMILNADU,CBSE
Jaya Jaya Sankara Int. School 4/295 Chennai Banglore High Way Chennai - Tamil Nadu,TAMILNADU,CBSE
Kalaianagil Vidyalaya High School 180 S N Chotty Street Chennai - Tamil Nadu,TAMILNADU,CBSE
Kamalavati Secondary School Sahupuram Arumuganeri Tuticorin - Tamil Nadu,TAMILNADU,CBSE
Karur Public School Karur Trichy - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Air Force Station Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Aruvankadu Coimbatore - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya C E C R I Campus P. Muthuramalingam - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya C L R I Campus Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya C R P F. Avadi Chennai - Tamil Nadu,TAMILNADU,CBSE
"Kendriya Vidyalaya Cisf, Rtc (a) Thakkolam Arakkonam - Tamil Nadu",TAMILNADU,CBSE
Kendriya Vidyalaya D G Q A Complex Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Dr. Natesan Salai Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Gill Nagar Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya H P F Indu Nagar Coimbatore - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya H V F Avadi Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya I I T Campus Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Island Ground Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Mandapam Camp Ramanathapuram - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Meenambakkam Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Narimedu P.o. Madurai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Naval Air Station I.n.s.rajali N.a.a - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No 1 D A E Township Chengalput - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No 1 Ordnance Estate Tiruchirapalli - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No 2 H A P P Township Tiruchirapalli - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No 2 Sadras D A E Township Chengai Mgr - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No.1 A F S Tambaram Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No.2 Air Force Station Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya No.5 Brd A.f.station Coimbatore - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Ordnance Clothing Factory Chennai - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Vijayanarayanam Tirunelveli - Tamil Nadu,TAMILNADU,CBSE
Kendriya Vidyalaya Wellington Hall Coimbatore - Tamil Nadu,TAMILNADU,CBSE
Kola Saraswathi Vaishnav Senior Secondary School No.22 Barnaby Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Kolaperumal Chetty Vaishnav S S School 437 E V R Periyar High Road Chennai - Tamil Nadu,TAMILNADU,CBSE
Kotagiri Public School Post Box No. 2 Coimbatore - Tamil Nadu,TAMILNADU,CBSE
The Unique Academy ICSE ERODE Tamil Nadu,TAMILNADU,CBSE
Maharaja International School ICSE ERODE Tamil Nadu Brindavan Public School ICSE KANCHIPURAM Tamil Nadu Seventh Day Adventist Higher Secondary School ICSE KANCHIPURAM Tamil Nadu,TAMILNADU,ICSE
Good Earth School ICSE KANCHIPURAM Tamil Nadu,TAMILNADU,ICSE
Kanyakumari Public School ICSE KANYAKUMARI Tamil Nadu,TAMILNADU,ICSE
Excel Central School ICSE KANYAKUMARI Tamil Nadu,TAMILNADU,ICSE
Comorin International School ICSE KANYAKUMARI Tamil Nadu,TAMILNADU,ICSE
Little Angels' English Higher Secondary School ICSE KARUR Tamil Nadu,TAMILNADU,ICSE
Shanti Bhavan Residential School ICSE KRISHNAGIRI Tamil Nadu,TAMILNADU,ICSE
Vikaasa School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Virudhunagar T.s.m. Manickam Nadar Janaki Ammal School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
S.d.a. English High School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Jeevana School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Keswick Public School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Lakshmi School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Deshayes Mount School ICSE SALEM Tamil Nadu,TAMILNADU,ICSE
Lotus An. Venkatachalam Chettiar School ICSE SIVAGANGA Tamil Nadu,TAMILNADU,ICSE
S.d.a. English High School ICSE THANJAVUR Tamil Nadu,TAMILNADU,ICSE
The Little Kingdom Senior School ICSE THENI Tamil Nadu,TAMILNADU,ICSE
James Memorial High School ICSE THOOTHUKUDI Tamil Nadu,TAMILNADU,ICSE
The Vikasa School ICSE THOOTHUKUDI Tamil Nadu,TAMILNADU,ICSE
S.d.r. School ICSE THOOTHUKUDI Tamil Nadu,TAMILNADU,ICSE
Seventh-day Adventist English High School ICSE TIRUCHIRAPPALLI Tamil Nadu,TAMILNADU,ICSE
Kamakoti Vidyalaya ICSE TIRUCHIRAPPALLI Tamil Nadu,TAMILNADU,ICSE
Vikaasa School ICSE TIRUNELVELI Tamil Nadu Ida,TAMILNADU,ICSE
Scudder School ICSE VELLORE Tamil Nadu,TAMILNADU,ICSE
Bhagwan Mahaveer Dayaniketan Jain School ICSE VELLORE Tamil Nadu,TAMILNADU,ICSE
S.d.a. English High School ICSE VIRUDHUNAGAR Tamil Nadu,TAMILNADU,ICSE
Sruthi Vidhyodhaya ICSE VIRUDHUNAGAR Tamil Nadu,TAMILNADU,ICSE
Good Earth School ICSE KANCHIPURAM Tamil Nadu,TAMILNADU,ICSE
Kanyakumari Public School ICSE KANYAKUMARI Tamil Nadu,TAMILNADU,ICSE
Excel Central School ICSE KANYAKUMARI Tamil Nadu,TAMILNADU,ICSE
Comorin International School ICSE KANYAKUMARI Tamil Nadu,TAMILNADU,ICSE
Little Angels' English Higher Secondary School ICSE KARUR Tamil Nadu,TAMILNADU,ICSE
Shanti Bhavan Residential School ICSE KRISHNAGIRI Tamil Nadu,TAMILNADU,ICSE
Vikaasa School ICSE MADURAI Tamil Nadu Virudhunagar,TAMILNADU,ICSE
T.s.m. Manickam Nadar Janaki Ammal School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
S.d.a. English High School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Jeevana School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Keswick Public School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Lakshmi School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Idhayam Rajendran Residential School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
M.k.r. Ayya ​​Nadar Jeyalakshmi Ammal English Medium School ICSE MADURAI Tamil Nadu,TAMILNADU,ICSE
Mountain Home School & Junior College ICSE NILGIRIS Tamil Nadu,TAMILNADU,ICSE
St. Thomas English High School ICSE NILGIRIS Tamil Nadu,TAMILNADU,ICSE
J.r. Cambridge School ICSE SALEM Tamil Nadu,TAMILNADU,ICSE
St. paul's school,TRIPURA,ICSE
Holy Cross School,TRIPURA,ICSE
Holy cross covent school North Tripura,TRIPURA,ICSE
Assam Rifles Middle School 22 Ar Betbagan (ambassa) Dhalai - Tripura,TRIPURA,CBSE
Assam Rifles Middle School 22 Ar Betbagan (ambassa) Po Ambassa Dhalai - Tripura,TRIPURA,CBSE
Assam Rifles School 11 Assam Rifles C/o 99 Apo Agartala - Tripura,TRIPURA,CBSE
Assam Rifles School 11 Assam Rifles C/o 99 Apo Agartala - Tripura,TRIPURA,CBSE
Bhavans Tripura Vidyamandir Narsingarh Post Bimangarh Agartala - Tripura,TRIPURA,CBSE
Hindi Senior Secondary School Abhoy Nagar Agartala - Tripura,TRIPURA,CBSE
Jawahar Navodaya Vidyalaya Po- Kakraban South Tripura - Tripura,TRIPURA,CBSE
Jawahar Navodaya Vidyalayas 82 Miles Dalai (north Tripura) - Tripura,TRIPURA,CBSE
"Jawahar Navodaya Vidyalayas Banduar,post Fulkumari, Udaipur(south Tripura) - Tripura",TRIPURA,CBSE
"Jawahar Navodaya Vidyalayas Churaibari, North Tripura, - Tripura",TRIPURA,CBSE
"Jawahar Navodaya Vidyalayas Ramchandraghat, West Tripura, - Tripura",TRIPURA,CBSE
Kendriya Vidyalaya Bsf Campus Santir Bazar - Tripura,TRIPURA,CBSE
Kendriya Vidyalaya Kailashahar North Tripura - Tripura,TRIPURA,CBSE
Kendriya Vidyalaya Kunjaban Agartala - Tripura,TRIPURA,CBSE
Kendriya Vidyalaya Ongc Base Complex Agartala - Tripura,TRIPURA,CBSE
Kendriya Vidyalaya Panisagar - Tripura,TRIPURA,CBSE
Pranavananda Vidya Mandir Kanchan Palli Badharghat Post Ntpc Agartala - Tripura,TRIPURA,CBSE
Ramakrishna Mission Vidyalaya Vivek Nagar Po- Amtali - Tripura,TRIPURA,CBSE
A B M Public School Post Fatehpur Nainital - Uttaranchal,UTTARANCHAL,CBSE
Anand S A Sarawasti Vidya Mandir Roorkee - Uttaranchal,UTTARANCHAL,CBSE
Army School Alexandra Lines Almora - Uttaranchal,UTTARANCHAL,CBSE
Army School Beg Centre Roorkee Cantt - Uttaranchal,UTTARANCHAL,CBSE
Army School Clement Town Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Army School Hempur Nainital Distt - Uttaranchal,UTTARANCHAL,CBSE
Army School Lansdowne Lansdowne Distt. Pauri Garhwal - Uttaranchal,UTTARANCHAL,CBSE
Army School Lansdowne Lansdowne Distt. Pauri Garhwal - Uttaranchal,UTTARANCHAL,CBSE
Army School Near Ranikhet Club - Uttaranchal,UTTARANCHAL,CBSE
Army School Raiwala Cantt Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Bal Bharati School Motadhak Post Padampur Pauri Garhwal - Uttaranchal,UTTARANCHAL,CBSE
Bal Bharti Senior Secondary School Sector 4 Bhel Ranipur Hardwar - Uttaranchal,UTTARANCHAL,CBSE
"Bal Mandir Secondary School Sector-i Ranipur ,hardwar - Uttaranchal",UTTARANCHAL,CBSE
Beer Sheba Senior Secondary School Civil Lines Nainital Distt - Uttaranchal,UTTARANCHAL,CBSE
Beersheba School Bhawani Dutt Parishar Hira Dungri Almora - Uttaranchal,UTTARANCHAL,CBSE
Beersheeba Public School Siroli Kalan Us Nagar Nainital - Uttaranchal,UTTARANCHAL,CBSE
Birla Vidya Mandir Nainital - Uttaranchal,UTTARANCHAL,CBSE
Blooming Vale Public School Gari Ghat Pauri Garhwal - Uttaranchal,UTTARANCHAL,CBSE
Campus School Pant Nagar Nainital Distt - Uttaranchal,UTTARANCHAL,CBSE
Central School For Tibetan Post Herbertpur Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Central School For Tibetans Happy Valley Mussoorie - Uttaranchal,UTTARANCHAL,CBSE
Chandra Shaikhar Public School Ram Nagar Roorkee - Uttaranchal,UTTARANCHAL,CBSE
Charat Niketan Vishwa Bharti Public School Jhabrera Distt Haridwar - Uttaranchal,UTTARANCHAL,CBSE
Chhauni Children's Academy Kashpur Udham Singh Nagar - Uttaranchal,UTTARANCHAL,CBSE
Children Modern Academy Rochipur Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Children's Academy Senior Secondary School Chakrata Road (tagore Villa) Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Children's Senior Academy Post Milap Nagar Hardwar - Uttaranchal,UTTARANCHAL,CBSE
Columbus Public School Model Colony Rudrapur Us Nagar - Uttaranchal,UTTARANCHAL,CBSE
Convent Of Jesus & Mary Waverley Mussoorie - Uttaranchal,UTTARANCHAL,CBSE
D A V Public School Kotdwara Gerhwal - Uttaranchal,UTTARANCHAL,CBSE
D.a.v.centenary Public School Laksar Road Hardwar - Uttaranchal,UTTARANCHAL,CBSE
Dav Centenary Public School P.o.box No -25 Haldwani Nainital - Uttaranchal,UTTARANCHAL,CBSE
Dav Public School Sector Iv Defence Colony Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Dawa Rinjue School Dehradun Road Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Ddm D A V Public School Manpur Road Katoratal - Uttaranchal,UTTARANCHAL,CBSE
Dehradun Hills Academy Post Nagal Jwalapur-doiwala Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Delhi Public School B H E L Ranipur Hardwar - Uttaranchal,UTTARANCHAL,CBSE
Don Bosco Public School Post Dogaon Via Kathgodam Nainital - Uttaranchal,UTTARANCHAL,CBSE
Don Bosco School Himmat Pur Chaumwal Nainital - Uttaranchal,UTTARANCHAL,CBSE
Doon Globel School 14 Milestone Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Doon Intl School Educational Society 32 Curzon Road Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Drona's International School 1 Municipal Road Dehradun - Uttaranchal,UTTARANCHAL,CBSE
G D Birla Memorial School Birlagram Ranikhet - Uttaranchal,UTTARANCHAL,CBSE
General B C Joshi Army Public School Post Bin Pithoragarh - Uttaranchal,UTTARANCHAL,CBSE
Goswami Ganesh Dutt Saraswati Vidya Mandir Govind Niwas Nagendra Saklani Marg Uttarkashi -,UTTARANCHAL,CBSE
Grace Academy 21-c New Cantt.road Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Great Mission Public School Ram Nagar Nainital - Uttaranchal,UTTARANCHAL,CBSE
Greenway Modern School New Haridwar Road Roorkee - Uttaranchal,UTTARANCHAL,CBSE
Gurukul School Nainital - Uttaranchal,UTTARANCHAL,CBSE
Hermann Gmeiner School Bhim Tal Nainital - Uttaranchal,UTTARANCHAL,CBSE
Himalaya Vidya Mandir Haldwani Nainital - Uttaranchal,UTTARANCHAL,CBSE
Holy Cross School P.o.laksar Hardwar - Uttaranchal,UTTARANCHAL,CBSE
Home Academy C/o Children's Home Dehradun - Uttaranchal,UTTARANCHAL,CBSE
I T B P Public School Post Joshimath Chamoli Distt - Uttaranchal,UTTARANCHAL,CBSE
I.t.b.p.public School Seemagarh Post Mirthi Pithoragarh - Uttaranchal,UTTARANCHAL,CBSE
Jaswant Modern School 91 Rajpur Road Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Jaunsar Public School Chakrata Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalaya Chaurpawat Po - Uttaranchal,UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalaya Rudrapur Distt. Nainital - Uttaranchal,UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalayas Bageshwar - Uttaranchal,UTTARANCHAL,CBSE
"Jawahar Navodaya Vidyalayas Bansu Jakhdhar, Rudraprayag, - Uttaranchal",UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalayas Champawat(pithoragarh) Champawat - Uttaranchal,UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalayas Dhungir. Post Purola Uttar Kashi - Uttaranchal,UTTARANCHAL,CBSE
"Jawahar Navodaya Vidyalayas Jamrani Bandh Colony Amritpur Post Chandadevi, Nainital, - Uttaranchal",UTTARANCHAL,CBSE
"Jawahar Navodaya Vidyalayas Pipalkothi, Chamoli - Uttaranchal",UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalayas Pokhalp Ost Tehri Garhwal - Uttaranchal,UTTARANCHAL,CBSE
"Jawahar Navodaya Vidyalayas Roshanabad, Haridwar - Uttaranchal",UTTARANCHAL,CBSE
"Jawahar Navodaya Vidyalayas Rudrapur(nainital) U.s. Nagar, - Uttaranchal",UTTARANCHAL,CBSE
"Jawahar Navodaya Vidyalayas Shankarpur-hakumatpur Dehradun, - Uttaranchal",UTTARANCHAL,CBSE
Jawahar Navodaya Vidyalayas Tarikhet Almora - Uttaranchal,UTTARANCHAL,CBSE
Jaycees Public School Kalyani View Nainital - Uttaranchal,UTTARANCHAL,CBSE
Johnson School Paonta Road Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Almora (pokhar Khali) - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Birpur Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Clement Town Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Dehradun Cantt Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya F R I Post New Forest Dehradun - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Garhwal Rifles Garhwal - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Garhwal Rifles Pauri Garhwal - Uttaranchal,UTTARANCHAL,CBSE
Kendriya Vidyalaya Haldwani Cantt Post Office Bhotiparao - Uttaranchal,UTTARANCHAL,CBSE
All Saints College ICSE NAINITAL Uttaranchal,UTTARANCHAL,ICSE
Sherwood College ICSE NAINITAL Uttaranchal,UTTARANCHAL,ICSE
St. Joseph's College ICSE NAINITAL Uttaranchal,UTTARANCHAL,ICSE
St. Mary's Convent High School ICSE NAINITAL Uttaranchal Brijwasi Scholars' Cambridge ICSE NAINITAL Uttaranchal,UTTARANCHAL,ICSE
Mount Sinai School ICSE NAINITAL Uttaranchal,UTTARANCHAL,ICSE
St. Andrew's Public School ICSE NAINITAL Uttaranchal,UTTARANCHAL,ICSE
Ashok Hall Girls' Residential School ICSE ALMORA Uttaranchal,UTTARANCHAL,ICSE
Koormanchal Academy ICSE ALMORA Uttaranchal,UTTARANCHAL,ICSE
Jyoti Vidyalaya ICSE CHAMOLI Uttaranchal,UTTARANCHAL,ICSE
S.d.a. Inter College ICSE HARIDWAR Uttaranchal,UTTARANCHAL,ICSE
St. John's Senior Secondary School ICSE HARIDWAR Uttaranchal,UTTARANCHAL,ICSE
Swami Hariharanand Public School ICSE HARIDWAR Uttaranchal,UTTARANCHAL,ICSE
Doon Cambridge School ICSE HARIDWAR Uttaranchal,UTTARANCHAL,ICSE
St. Joseph's Convent School ICSE PAURI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
St. Thomas Convent School ICSE PAURI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
St. Theresa's School ICSE PAURI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
Mother Land Academy ICSE PAURI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
Masseeh Dilasa School ICSE TEHRI GARHWAL Uttarancha,UTTARANCHAL,ICSE
Omkarananda Saraswati Nilayam ICSE TEHRI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
All Saints Convent School ICSE TEHRI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
Carmel School ICSE TEHRI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
Mount Carmel Christian Academy ICSE TEHRI GARHWAL Uttaranchal,UTTARANCHAL,ICSE
Maria School ICSE UDHAM SINGH NAGAR Uttaranchal,UTTARANCHAL,ICSE
H I M Christian Academy ICSE UTTARKASHI Uttaranchal,UTTARANCHAL,ICSE
Col. Brown Cambridge School ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
Cambrian Hall ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
Convent of Jesus & Mary High School ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
The Doon School ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
Guru Nanak Academy ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
St. Joseph's Academy ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
St. Thomas' College ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
Welham Girls' School ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
Raja Ram Mohan Roy Academy ICSE DEHRADUN Uttaranchal Marshall School ICSE DEHRADUN Uttaranchal,UTTARANCHAL,ICSE
Burdwan Holy Child School ICSE Bardhaman Uttaranchal,UTTARANCHAL,ICSE
St. Teresa's School ICSE BIRBHUM Uttaranchal,UTTARANCHAL,ICSE
Loreto Convent ICSE BARDHAMAN Uttaranchal,UTTARANCHAL,ICSE
St. Vincent's High & Technical School ICSE BARDHAMAN Uttaranchal,UTTARANCHAL,ICSE
St. Patrick's Higher Secondary School ICSE BARDHAMAN Uttaranchal,UTTARANCHAL,ICSE
St. Mary's High School ICSE COOCH BEHAR Uttaranchal,UTTARANCHAL,ICSE
Mount Hermon School ICSE Darjeeling Uttaranchal,UTTARANCHAL,ICSE
Budge Budge St. Paul's Day School ICSE SOUTH 24 PARGANAS Uttaranchal,UTTARANCHAL,ICSE
K.e. Carmel School ICSE SOUTH 24 PARGANAS Uttaranchal,UTTARANCHAL,ICSE
Welkin National School ICSE SOUTH 24 PARGANAS Uttaranchal,UTTARANCHAL,ICSE
Carmel School ICSE SOUTH 24 PARGANAS Uttaranchal,UTTARANCHAL,ICSE
S.l. Bajoria Foundation High School ICSE SOUTH 24 PARGANAS Uttaranchal,UTTARANCHAL,ICSE
St. Patrick's Junior College ICSE AGRA Uttar Pradesh,UTTARPRADESH,ICSE
St. Paul's Church College ICSE AGRA Uttar Pradesh,UTTARPRADESH,ICSE
St. Conrad's Inter College ICSE AGRA Uttar Pradesh,UTTARPRADESH,ICSE
Three Dots Senior Secondary School ICSE ALIGARH Uttar Pradesh,UTTARPRADESH,ICSE
Gagan Public School ICSE ALIGARH Uttar Pradesh,UTTARPRADESH,ICSE
Smt. Jaidevi Memorial Public School ICSE ALIGARH Uttar Pradesh,UTTARPRADESH,ICSE
M.u. College ICSE ALIGARH Uttar Pradesh,UTTARPRADESH,ICSE
Pooja Public School ICSE ALIGARH Uttar Pradesh,UTTARPRADESH,ICSE
Boys' High School & College ICSE ALLAHABAD Uttar Pradesh,UTTARPRADESH,ICSE
Children College ICSE AZAMGARH Uttar Pradesh,UTTARPRADESH,ICSE
Jyoti Niketan ICSE AZAMGARH Uttar Pradesh,UTTARPRADESH,ICSE
Girls' High School & College 😂ICSE ALLAHABAD Uttar Pradesh,UTTARPRADESH,ICSE
Assembly of God Church School ICSE BAHRAICH Uttar Pradesh,UTTARPRADESH,ICSE
St. Norbert's School ICSE BAHRAICH Uttar Pradesh,UTTARPRADESH,ICSE
Christu Jyothi Convent School ICSE BAGHPAT Uttar Pradesh,UTTARPRADESH,ICSE
Seventh Day Adventist Inter College ICSE BAHRAICH Uttar Pradesh,UTTARPRADESH,ICSE
St. Peter's School ICSE AMBEDKAR NAGAR Uttar Pradesh,UTTARPRADESH,ICSE
Hartmann College ICSE Bareilly Uttar Pradesh,UTTARPRADESH,ICSE
St. Basil's High School ICSE BASTI Uttar Pradesh,UTTARPRADESH,ICSE
Holy Child School ICSE GHAZIABAD Uttar Pradesh,UTTARPRADESH,ICSE
Ingraham Institute English School ICSE GHAZIABAD Uttar Pradesh,UTTARPRADESH,ICSE
St. John's School ICSE GHAZIPUR Uttar Pradesh,UTTARPRADESH,ICSE
St. Mary's School ICSE GHAZIPUR Uttar Pradesh,UTTARPRADESH,ICSE
Christ The King College ICSE,UTTARPRADESH,ICSE
JHANSI Uttar Pradesh St. Mark's College ICSE JHANSI Uttar Pradesh,UTTARPRADESH,ICSE
St. Francis' Convent Inter College ICSE JHANSI Uttar Pradesh,UTTARPRADESH,ICSE
St. Xavier's High School ICSE JHANSI Uttar Pradesh,UTTARPRADESH,ICSE
Christ Church College ICSE LUCKNOW Uttar Pradesh,UTTARPRADESH,ICSE
La Martiniere College ICSE LUCKNOW Uttar Pradesh,UTTARPRADESH,ICSE
La Martiniere Girls College ICSE LUCKNOW Uttar Pradesh Loreto Convent Intermediate College ICSE LUCKNOW Uttar Pradesh,UTTARPRADESH,ICSE
St. Xavier's School ICSE SIDDHARTHNAGAR Uttar Pradesh,UTTARPRADESH,ICSE
D.C. Lewis Memorial School ICSE SONBHADRA Uttar Pradesh,UTTARPRADESH,ICSE
St. John's School ICSE VARANASI Uttar Pradesh,UTTARPRADESH,ICSE
William Henry Smith Memorial School ICSE Varanasi Uttar Pradesh,UTTARPRADESH,ICSE
Army School Bareilly Cantt - Uttar Pradesh,UTTARPRADESH,CBSE
Army School Daulat Singh Marg Jhansi Cantt - Uttar Pradesh,UTTARPRADESH,CBSE
Army School Horn Lines Mathura Cantt - Uttar Pradesh,UTTARPRADESH,CBSE
Army School Kunraghat Gorakhpur - Uttar Pradesh,UTTARPRADESH,CBSE
Army School Meerut Cantt. - Uttar Pradesh,UTTARPRADESH,CBSE
